Date,Open,High,Low,Close,Adj Close,Volume
8/26/19,51.465,51.798,51.264,50.66,51.623,104264520
8/27/19,51.965,52.138,50.883,51.623,51.04,103589376
8/28/19,51.025,51.43,50.83,51.04,51.383,63830528
8/29/19,52.125,52.33,51.664,51.383,52.253,84030608
8/30/19,52.54,52.613,51.8,52.253,52.185,84650244
9/2/19,52.54,52.613,51.8,52.253,52.185,84650244
9/3/19,51.608,51.745,51.055,52.185,51.425,80238296
9/4/19,52.098,52.37,51.83,51.425,52.298,76867280
9/5/19,53,53.493,52.878,52.298,53.32,95787936
9/6/19,53.513,53.605,53.128,53.32,53.315,77449176
9/9/19,53.71,54.11,52.768,53.315,53.543,109237604
9/10/19,53.465,54.195,52.928,53.543,54.175,127111724
9/11/19,54.518,55.928,54.433,54.175,55.898,177158584
9/12/19,56.2,56.605,55.715,55.898,55.771,128906676
9/13/19,55,55.198,54.255,55.771,54.688,159053184
9/16/19,54.433,55.033,54.39,54.688,54.975,84632564
9/17/19,54.99,55.205,54.78,54.975,55.175,73545872
9/18/19,55.265,55.713,54.86,55.175,55.693,102572372
9/19/19,55.503,55.94,55.093,55.693,55.24,88751504
9/20/19,55.345,55.64,54.368,55.24,54.433,231908376
9/23/19,54.738,54.96,54.413,54.433,54.68,77678592
9/24/19,55.258,55.623,54.298,54.68,54.42,125737468
9/25/19,54.638,55.375,54.285,54.42,55.258,89924024
9/26/19,55,55.235,54.708,55.258,54.973,76353248
9/27/19,55.135,55.24,54.32,54.973,54.705,101445140
9/30/19,55.225,56.145,55.198,54.705,55.993,105274332
10/1/19,56.268,57.055,56.05,55.993,56.148,144748652
10/2/19,55.765,55.895,54.483,56.148,54.74,143069028
10/3/19,54.608,55.24,53.783,54.74,55.205,121410744
10/4/19,56.41,56.873,55.973,55.205,56.753,139022212
10/7/19,56.568,57.483,56.46,56.753,56.765,123557076
10/8/19,56.455,57.015,56.083,56.765,56.1,117130800
10/9/19,56.758,56.948,56.41,56.1,56.758,76117696
10/10/19,56.983,57.61,56.825,56.758,57.523,115851936
10/11/19,58.238,59.41,58.077,57.523,59.053,167960840
10/14/19,58.725,59.534,58.668,59.053,58.968,97653936
10/15/19,59.098,59.413,58.72,58.968,58.83,92161932
10/16/19,58.343,58.81,58.3,58.83,58.593,77146776
10/17/19,58.773,59.038,58.38,58.593,58.82,69091588
10/18/19,58.648,59.395,58.573,58.82,59.103,97508664
10/21/19,59.38,60.248,59.33,59.103,60.128,89469932
10/22/19,60.29,60.55,59.905,60.128,59.99,90736004
10/23/19,60.525,60.81,60.305,59.99,60.795,79730180
10/24/19,61.128,61.2,60.451,60.795,60.895,71665020
10/25/19,60.79,61.683,60.72,60.895,61.645,73477184
10/28/19,61.855,62.313,61.68,61.645,62.263,96572964
10/29/19,62.243,62.438,60.643,62.263,60.823,142839468
10/30/19,61.19,61.325,60.303,60.823,60.815,124522088
10/31/19,61.81,62.293,59.315,60.815,62.19,139162080
11/1/19,62.385,63.983,62.29,62.19,63.955,151125336
11/4/19,64.333,64.461,63.845,63.955,64.375,103271808
11/5/19,64.263,64.548,64.08,64.375,64.283,79897708
11/6/19,64.193,64.373,63.841,64.283,64.31,75864496
11/7/19,64.685,65.088,64.528,64.31,64.858,94940332
11/8/19,64.673,65.11,64.213,64.858,65.035,70081980
11/11/19,64.575,65.618,64.57,65.035,65.55,82029836
11/12/19,65.388,65.698,65.23,65.55,65.49,87388904
11/13/19,65.283,66.195,65.268,65.49,66.118,103270372
11/14/19,65.938,66.22,65.525,66.118,65.66,89582224
11/15/19,65.92,66.445,65.753,65.66,66.44,100374664
11/18/19,66.45,66.858,66.058,66.44,66.775,86803588
11/19/19,66.975,67,66.348,66.775,66.573,76278388
11/20/19,66.385,66.521,65.1,66.573,65.798,106439676
11/21/19,65.923,66.001,65.295,65.798,65.503,121395112
